Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,LCA_TaxId
"820|AF013606.1 Bacteroides uniformis RecA (recA) gene",246,0,388,73.45,73.71,99.65,135.66,2.29,245.53,1e-26,Bacteria,unk_k,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,820
77133|EU064479.1 Uncultured bacterium clone HA0AAA14ZE12FM1 genomic sequence,382,0,622,90.51,90.51,100.0,110.48,2.44,381.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064499.1 Uncultured bacterium clone HA0AAA14ZH04FM1 genomic sequence,1868,0,652,100.0,100.0,100.0,100.0,15.0,1867.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064501.1 Uncultured bacterium clone HA0AAA14ZH06FM1 genomic sequence,658,0,565,99.29,99.65,99.64,100.36,6.05,657.31,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064502.1 Uncultured bacterium clone HA0AAA14ZH07FM1 genomic sequence,700,0,586,97.1,97.27,99.82,102.81,6.6,699.29,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064503.1 Uncultured bacterium clone HA0AAA14ZH08FM1 genomic sequence,1658,0,557,99.64,100.0,99.64,100.0,12.14,1657.32,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064504.1 Uncultured bacterium clone HA0AAA14ZH09FM1 genomic sequence,908,0,636,98.9,99.84,99.06,100.16,6.73,907.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064507.1 Uncultured bacterium clone HA0AAA14ZH12FM1 genomic sequence,1166,0,631,99.68,100.0,99.68,100.0,9.55,1165.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064508.1 Uncultured bacterium clone HA0AAA15ZA02FM1 genomic sequence,918,0,694,94.67,95.53,99.1,104.68,7.38,917.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064521.1 Uncultured bacterium clone HA0AAA15ZB09FM1 genomic sequence,608,0,607,87.48,88.8,98.52,112.62,5.23,607.26,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064531.1 Uncultured bacterium clone HA0AAA15ZC09FM1 genomic sequence,324,0,499,98.8,100.0,98.8,100.0,3.57,323.4,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064535.1 Uncultured bacterium clone HA0AAA15ZD01FM1 genomic sequence,1136,0,676,100.0,100.0,100.0,100.0,7.68,1135.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064538.1 Uncultured bacterium clone HA0AAA15ZD05FM1 genomic sequence,1410,0,685,99.42,100.15,99.27,99.85,9.12,1409.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064543.1 Uncultured bacterium clone HA0AAA15ZD10FM1 genomic sequence,508,0,639,84.82,85.29,99.45,117.25,4.28,507.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064545.1 Uncultured bacterium clone HA0AAA15ZD12FM1 genomic sequence,908,0,546,99.82,99.82,100.0,100.18,8.39,907.34,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064553.1 Uncultured bacterium clone HA0AAA15ZE09FM1 genomic sequence,712,0,484,98.97,100.0,98.97,100.0,7.29,711.41,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064563.1 Uncultured bacterium clone HA0AAA15ZF09FM1 genomic sequence,696,0,601,95.67,96.17,99.48,103.98,4.18,695.27,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064565.1 Uncultured bacterium clone HA0AAA15ZG01FM1 genomic sequence,1940,0,731,99.32,100.0,99.32,100.0,13.82,1939.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064569.1 Uncultured bacterium clone HA0AAA15ZG05FM1 genomic sequence,1268,0,618,99.84,100.0,99.84,100.0,8.6,1267.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064572.1 Uncultured bacterium clone HA0AAA15ZG08FM1 genomic sequence,1004,0,639,99.22,99.84,99.37,100.16,8.21,1003.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064574.1 Uncultured bacterium clone HA0AAA15ZG10FM1 genomic sequence,2058,0,669,99.7,100.0,99.7,100.0,12.84,2057.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064582.1 Uncultured bacterium clone HA0AAA15ZH07FM1 genomic sequence,1256,0,656,100.0,100.0,100.0,100.0,10.15,1255.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064585.1 Uncultured bacterium clone HA0AAA15ZH10FM1 genomic sequence,846,0,608,95.56,95.72,99.83,104.47,7.82,845.26,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064590.1 Uncultured bacterium clone HA0AAA16ZA03FM1 genomic sequence,350,0,666,97.45,98.65,98.78,101.37,2.54,349.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064619.1 Uncultured bacterium clone HA0AAA16ZD04FM1 genomic sequence,356,0,672,83.48,84.82,98.42,117.89,2.72,355.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064639.1 Uncultured bacterium clone HA0AAA16ZE12FM1 genomic sequence,478,0,531,82.3,83.24,98.87,120.14,4.56,477.36,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064648.1 Uncultured bacterium clone HA0AAA16ZF10FM1 genomic sequence,732,0,636,99.69,100.0,99.69,100.0,5.48,731.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064658.1 Uncultured bacterium clone HA0AAA16ZG08FM1 genomic sequence,550,0,650,98.77,100.0,98.77,100.0,4.75,549.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064672.1 Uncultured bacterium clone HA0AAA17ZA02FM1 genomic sequence,1154,0,697,97.99,99.86,98.13,100.14,8.16,1153.15,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU064679.1 Uncultured bacterium clone HA0AAA17ZA10FM1 genomic sequence,400,0,646,85.14,85.76,99.28,116.61,2.55,399.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064695.1 Uncultured bacterium clone HA0AAA17ZC05FM1 genomic sequence,1596,0,616,99.03,99.68,99.35,100.33,10.27,1595.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064696.1 Uncultured bacterium clone HA0AAA17ZC06FM1 genomic sequence,1872,0,681,100.0,100.0,100.0,100.0,11.3,1871.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064699.1 Uncultured bacterium clone HA0AAA17ZC11FM1 genomic sequence,760,0,610,97.38,99.84,97.54,100.16,5.32,759.26,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU064709.1 Uncultured bacterium clone HA0AAA17ZD10FM1 genomic sequence,448,0,610,91.48,91.48,100.0,109.32,3.9,447.26,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064726.1 Uncultured bacterium clone HA0AAA17ZF04FM1 genomic sequence,448,0,683,93.27,97.22,95.93,102.86,4.34,447.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,,2
77133|EU064731.1 Uncultured bacterium clone HA0AAA17ZF10FM1 genomic sequence,1440,0,672,69.79,69.79,100.0,143.28,11.76,1439.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064737.1 Uncultured bacterium clone HA0AAA17ZG06FM1 genomic sequence,986,0,641,98.6,99.22,99.37,100.79,8.17,985.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064751.1 Uncultured bacterium clone HA0AAA18ZA04FM1 genomic sequence,1234,0,697,96.41,96.56,99.85,103.57,7.98,1233.15,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064755.1 Uncultured bacterium clone HA0AAA18ZA08FM1 genomic sequence,672,0,639,99.53,99.84,99.69,100.16,6.5,671.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064772.1 Uncultured bacterium clone HA0AAA18ZC02FM1 genomic sequence,666,0,719,99.44,100.0,99.44,100.0,4.08,665.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064774.1 Uncultured bacterium clone HA0AAA18ZC07FM1 genomic sequence,310,0,520,73.46,73.65,99.74,135.77,2.56,309.37,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064785.1 Uncultured bacterium clone HA0AAA18ZD08FM1 genomic sequence,812,0,682,99.12,100.0,99.12,100.0,6.23,811.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064786.1 Uncultured bacterium clone HA0AAA18ZD09FM1 genomic sequence,962,0,651,99.69,99.85,99.85,100.15,6.92,961.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064787.1 Uncultured bacterium clone HA0AAA18ZD10FM1 genomic sequence,1102,0,666,98.95,99.4,99.55,100.6,8.16,1101.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064793.1 Uncultured bacterium clone HA0AAA18ZE07FM1 genomic sequence,1348,0,688,100.0,100.0,100.0,100.0,9.2,1347.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064796.1 Uncultured bacterium clone HA0AAA18ZE10FM1 genomic sequence,736,0,706,76.2,76.2,100.0,131.23,4.68,735.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064797.1 Uncultured bacterium clone HA0AAA18ZE11FM1 genomic sequence,1720,0,679,99.71,100.0,99.71,100.0,10.34,1719.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064800.1 Uncultured bacterium clone HA0AAA18ZF03FM1 genomic sequence,540,0,693,90.48,92.64,97.66,107.94,3.09,539.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU064805.1 Uncultured bacterium clone HA0AAA18ZF09FM1 genomic sequence,1094,0,633,99.53,100.0,99.53,100.0,8.42,1093.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064812.1 Uncultured bacterium clone HA0AAA18ZG05FM1 genomic sequence,498,0,656,68.75,69.97,98.26,142.92,4.47,497.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU064819.1 Uncultured bacterium clone HA0AAA18ZH02FM1 genomic sequence,1176,0,695,93.81,94.96,98.79,105.3,8.84,1175.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064828.1 Uncultured bacterium clone HA0AAA19ZA03FM1 genomic sequence,636,0,716,96.93,98.46,98.44,101.56,5.5,635.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064833.1 Uncultured bacterium clone HA0AAA19ZA09FM1 genomic sequence,1070,0,636,96.23,97.48,98.71,102.58,9.81,1069.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064834.1 Uncultured bacterium clone HA0AAA19ZA10FM1 genomic sequence,610,0,729,99.18,99.73,99.45,100.28,5.34,609.12,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064840.1 Uncultured bacterium clone HA0AAA19ZB04FM1 genomic sequence,1392,0,690,97.97,97.97,100.0,102.07,7.87,1391.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064844.1 Uncultured bacterium clone HA0AAA19ZB08FM1 genomic sequence,10508,0,683,100.0,100.0,100.0,100.0,79.31,10507.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064859.1 Uncultured bacterium clone HA0AAA19ZC11FM1 genomic sequence,878,0,655,99.39,100.0,99.39,100.0,7.31,877.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064860.1 Uncultured bacterium clone HA0AAA19ZC12FM1 genomic sequence,712,0,711,95.92,96.77,99.13,103.34,4.08,711.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064879.1 Uncultured bacterium clone HA0AAA19ZF01FM1 genomic sequence,924,0,699,99.86,100.0,99.86,100.0,7.55,923.15,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064886.1 Uncultured bacterium clone HA0AAA19ZG01FM1 genomic sequence,554,0,713,99.44,99.44,100.0,100.56,4.67,553.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064887.1 Uncultured bacterium clone HA0AAA19ZG02FM1 genomic sequence,1118,0,610,100.0,100.0,100.0,100.0,8.2,1117.26,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064907.1 Uncultured bacterium clone HA0AAA19ZH12FM1 genomic sequence,304,0,542,94.28,95.2,99.03,105.04,2.98,303.34,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064909.1 Uncultured bacterium clone HA0AAA20ZA03FM1 genomic sequence,1020,0,627,99.52,100.0,99.52,100.0,8.27,1019.24,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064918.1 Uncultured bacterium clone HA0AAA20ZB01FM1 genomic sequence,8480,0,668,100.0,100.0,100.0,100.0,61.38,8479.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064936.1 Uncultured bacterium clone HA0AAA20ZC11FM1 genomic sequence,1000,0,579,93.96,93.96,100.0,106.43,8.63,999.3,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064937.1 Uncultured bacterium clone HA0AAA20ZC12FM1 genomic sequence,324,0,645,79.22,80.62,98.27,124.04,2.64,323.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU064947.1 Uncultured bacterium clone HA0AAA20ZE02FM1 genomic sequence,1076,0,668,99.85,100.0,99.85,100.0,7.91,1075.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064949.1 Uncultured bacterium clone HA0AAA20ZE05FM1 genomic sequence,594,0,648,89.04,89.04,100.0,112.31,4.8,593.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064962.1 Uncultured bacterium clone HA0AAA20ZF10FM1 genomic sequence,370,0,668,81.44,81.44,100.0,122.79,3.01,369.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064969.1 Uncultured bacterium clone HA0AAA20ZG05FM1 genomic sequence,842,0,588,99.66,99.83,99.83,100.17,8.22,841.29,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064973.1 Uncultured bacterium clone HA0AAA20ZG10FM1 genomic sequence,254,0,467,66.38,66.81,99.36,149.68,1.94,253.43,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064986.1 Uncultured bacterium clone HA0AAA21ZA01FM1 genomic sequence,812,0,574,95.99,96.86,99.1,103.24,6.41,811.3,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064989.1 Uncultured bacterium clone HA0AAA21ZA04FM1 genomic sequence,642,0,620,99.68,99.84,99.84,100.16,5.91,641.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064992.1 Uncultured bacterium clone HA0AAA21ZA07FM1 genomic sequence,776,0,626,96.81,97.6,99.18,102.45,5.97,775.24,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064994.1 Uncultured bacterium clone HA0AAA21ZA09FM1 genomic sequence,384,0,454,98.68,99.78,98.9,100.22,4.47,383.45,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU064998.1 Uncultured bacterium clone HA0AAA21ZB05FM1 genomic sequence,1216,0,693,99.71,100.0,99.71,100.0,7.25,1215.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065002.1 Uncultured bacterium clone HA0AAA21ZB10FM1 genomic sequence,338,0,652,67.64,67.79,99.77,147.51,2.24,337.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065005.1 Uncultured bacterium clone HA0AAA21ZC02FM1 genomic sequence,1208,0,710,98.03,98.73,99.29,101.28,9.07,1207.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065008.1 Uncultured bacterium clone HA0AAA21ZC05FM1 genomic sequence,1100,0,656,97.87,101.07,96.83,98.94,8.02,1099.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU065010.1 Uncultured bacterium clone HA0AAA21ZC07FM1 genomic sequence,1886,0,548,100.0,100.0,100.0,100.0,14.65,1885.34,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065024.1 Uncultured bacterium clone HA0AAA21ZD11FM1 genomic sequence,546,0,616,100.0,100.0,100.0,100.0,5.4,545.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065031.1 Uncultured bacterium clone HA0AAA21ZE07FM1 genomic sequence,1030,0,619,99.68,100.0,99.68,100.0,9.56,1029.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065033.1 Uncultured bacterium clone HA0AAA21ZE09FM1 genomic sequence,1304,0,638,99.53,99.84,99.69,100.16,8.91,1303.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065044.1 Uncultured bacterium clone HA0AAA21ZF10FM1 genomic sequence,470,0,687,70.01,72.2,96.98,138.51,3.45,469.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU065053.1 Uncultured bacterium clone HA0AAA21ZG09FM1 genomic sequence,496,0,650,97.69,98.46,99.22,101.56,3.06,495.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065061.1 Uncultured bacterium clone HA0AAA21ZH05FM1 genomic sequence,370,0,695,86.62,86.62,100.0,115.45,2.15,369.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065073.1 Uncultured bacterium clone HA0AAA22ZA05FM1 genomic sequence,1058,0,679,96.32,96.32,100.0,103.82,9.27,1057.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065074.1 Uncultured bacterium clone HA0AAA22ZA06FM1 genomic sequence,1080,0,634,97.16,100.0,97.16,100.0,9.33,1079.23,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU065075.1 Uncultured bacterium clone HA0AAA22ZA07FM1 genomic sequence,898,0,646,99.69,99.85,99.84,100.16,6.07,897.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065076.1 Uncultured bacterium clone HA0AAA22ZA09FM1 genomic sequence,686,0,621,99.84,100.16,99.68,99.84,4.81,685.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065079.1 Uncultured bacterium clone HA0AAA22ZB01FM1 genomic sequence,1312,0,647,99.85,99.85,100.0,100.15,10.0,1311.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065083.1 Uncultured bacterium clone HA0AAA22ZB05FM1 genomic sequence,868,0,665,98.35,100.0,98.35,100.0,7.5,867.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU065087.1 Uncultured bacterium clone HA0AAA22ZC01FM1 genomic sequence,800,0,654,98.01,98.17,99.84,101.87,5.67,799.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065088.1 Uncultured bacterium clone HA0AAA22ZC02FM1 genomic sequence,948,0,717,78.66,78.8,99.82,126.9,5.3,947.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065091.1 Uncultured bacterium clone HA0AAA22ZC07FM1 genomic sequence,650,0,593,95.78,95.95,99.82,104.22,5.1,649.28,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065100.1 Uncultured bacterium clone HA0AAA22ZD06FM1 genomic sequence,470,0,673,96.58,97.47,99.09,102.59,4.03,469.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065109.1 Uncultured bacterium clone HA0AAA22ZE05FM1 genomic sequence,828,0,681,98.38,99.41,98.97,100.59,6.19,827.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065118.1 Uncultured bacterium clone HA0AAA22ZF04FM1 genomic sequence,1700,0,527,100.0,100.0,100.0,100.0,11.77,1699.36,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065119.1 Uncultured bacterium clone HA0AAA22ZF05FM1 genomic sequence,612,0,691,91.03,92.04,98.9,108.65,4.22,611.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065120.1 Uncultured bacterium clone HA0AAA22ZF06FM1 genomic sequence,524,0,671,94.19,94.93,99.22,105.34,4.07,523.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065121.1 Uncultured bacterium clone HA0AAA22ZF07FM1 genomic sequence,420,0,655,84.43,87.02,97.02,114.91,2.72,419.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU065124.1 Uncultured bacterium clone HA0AAA22ZF10FM1 genomic sequence,808,0,670,100.0,100.0,100.0,100.0,7.75,807.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065128.1 Uncultured bacterium clone HA0AAA22ZG02FM1 genomic sequence,540,0,641,87.36,87.52,99.82,114.26,3.7,539.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065129.1 Uncultured bacterium clone HA0AAA22ZG04FM1 genomic sequence,3778,0,685,98.54,100.0,98.54,100.0,27.97,3777.17,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065131.1 Uncultured bacterium clone HA0AAA22ZG06FM1 genomic sequence,1172,0,693,100.0,100.0,100.0,100.0,10.55,1171.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065138.1 Uncultured bacterium clone HA0AAA22ZH04FM1 genomic sequence,410,0,602,98.01,100.0,98.01,100.0,4.06,409.27,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU065146.1 Uncultured bacterium clone LM0ACA1ZA05RM1 genomic sequence,680,0,653,99.39,100.0,99.39,100.0,4.54,679.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065151.1 Uncultured bacterium clone LM0ACA1ZA10RM1 genomic sequence,608,0,672,76.49,77.08,99.23,129.73,3.67,607.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065153.1 Uncultured bacterium clone LM0ACA1ZA12RM1 genomic sequence,562,0,644,93.32,93.48,99.83,106.98,5.52,561.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU065157.1 Uncultured bacterium clone LM0ACA1ZB04RM1 genomic sequence,536,0,649,93.68,93.84,99.84,106.57,3.41,535.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
